image_id,image_path,detections,max_confidence,avg_confidence
1358.0,data\processed\images_all\1358.0.jpg,0,0.0,0.0
1359.0,data\processed\images_all\1359.0.jpg,0,0.0,0.0
136.0,data\processed\images_all\136.0.jpg,0,0.0,0.0
1360.0,data\processed\images_all\1360.0.jpg,0,0.0,0.0
1361.0,data\processed\images_all\1361.0.jpg,0,0.0,0.0
1362.0,data\processed\images_all\1362.0.jpg,0,0.0,0.0
1363.0,data\processed\images_all\1363.0.jpg,0,0.0,0.0
1364.0,data\processed\images_all\1364.0.jpg,0,0.0,0.0
1365.0,data\processed\images_all\1365.0.jpg,0,0.0,0.0
1366.0,data\processed\images_all\1366.0.jpg,0,0.0,0.0
1367.0,data\processed\images_all\1367.0.jpg,0,0.0,0.0
1368.0,data\processed\images_all\1368.0.jpg,0,0.0,0.0
1369.0,data\processed\images_all\1369.0.jpg,0,0.0,0.0
137.0,data\processed\images_all\137.0.jpg,0,0.0,0.0
1370.0,data\processed\images_all\1370.0.jpg,0,0.0,0.0
1371.0,data\processed\images_all\1371.0.jpg,0,0.0,0.0
1372.0,data\processed\images_all\1372.0.jpg,0,0.0,0.0
1373.0,data\processed\images_all\1373.0.jpg,0,0.0,0.0
1374.0,data\processed\images_all\1374.0.jpg,0,0.0,0.0
1375.0,data\processed\images_all\1375.0.jpg,0,0.0,0.0
1376.0,data\processed\images_all\1376.0.jpg,0,0.0,0.0
1377.0,data\processed\images_all\1377.0.jpg,0,0.0,0.0
1378.0,data\processed\images_all\1378.0.jpg,0,0.0,0.0
